Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
DETTOL LIQUID 2L,SURGICALS,,,BOX,5,Brand 864,11,09-05-2021,7700,Tax 5%,5,Exclusive,8000,1,,,
IODINE SPC,SURGICALS,,,BOX,5,Brand 865,11,10-05-2021,450,Tax 5%,5,Exclusive,600,17,,,
SINEMENT,RARE,,,BOX,5,Brand 866,11,11-05-2021,1200,Tax 5%,5,Exclusive,1500,3,,,
CATHETER 8,SURGICALS,,,BOX,5,Brand 867,11,12-05-2021,0,Tax 5%,5,Exclusive,250,0,,,
DICLOFENAC SODIUM INJ,ANALGESIC,,,BOX,5,Brand 868,11,13-05-2021,400,Tax 5%,5,Exclusive,50,332,,,
EMGYL  CUP X 1000,ANTI-BIOTICS,,,BOX,5,Brand 869,11,14-05-2021,2300,Tax 5%,5,Exclusive,2400,2,,,
COMBINATION 3,HORMONAL,,,BOX,5,Brand 870,11,15-05-2021,0,Tax 5%,5,Exclusive,200,0,,,
NOPLAST,CARDIOVASCULAR,,,BOX,5,Brand 871,11,16-05-2021,0,Tax 5%,5,Exclusive,700,0,,,
LYRICA 75MG WITHOUT,RARE,,,BOX,5,Brand 872,11,17-05-2021,2700,Tax 5%,5,Exclusive,3500,9,,,
STEMETIL,ANTI ALLERGY,,,BOX,5,Brand 873,11,18-05-2021,100,Tax 5%,5,Exclusive,200,131,,,
BENGAY CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 874,11,19-05-2021,1200,Tax 5%,5,Exclusive,1400,0,,,
STEERILE WATER,SURGICALS,,,BOX,5,Brand 875,11,20-05-2021,0,Tax 5%,5,Exclusive,40,487,,,
CATHETER 10,SURGICALS,,,BOX,5,Brand 876,11,21-05-2021,195,Tax 5%,5,Exclusive,250,27,,,
COFLAX SYR CHILD,COUGH & CATTARH SYRUP,,,BOX,5,Brand 877,11,22-05-2021,450,Tax 5%,5,Exclusive,550,66,,,
CALAMINE LOTION,RARE,,,BOX,5,Brand 878,11,23-05-2021,250,Tax 5%,5,Exclusive,300,-10,,,
HYDROGEN PEROXIDE,SURGICALS,,,BOX,5,Brand 879,11,24-05-2021,160,Tax 5%,5,Exclusive,200,51,,,
PLAGERINE,CARDIOVASCULAR,,,BOX,5,Brand 880,11,25-05-2021,600,Tax 5%,5,Exclusive,700,62,,,
LUCOZADE BOOST SATCHET,ENERGY BOOST,,,BOX,5,Brand 881,11,26-05-2021,235,Tax 5%,5,Exclusive,250,27,,,
LANSOPRAZOLE,ANTI ULCERS,,,BOX,5,Brand 882,11,27-05-2021,0,Tax 5%,5,Exclusive,200,0,,,
CATHETER 6,SURGICALS,,,BOX,5,Brand 883,11,28-05-2021,195,Tax 5%,5,Exclusive,250,0,,,
TANZOL SUSP,ANTI-BIOTICS,,,BOX,5,Brand 884,11,29-05-2021,160,Tax 5%,5,Exclusive,200,10,,,
EPANUTIN CUP,ANTI EPILEPTICS,,,BOX,5,Brand 885,11,30-05-2021,0,Tax 5%,5,Exclusive,50,0,,,
DARAVIT FORTE CUP,MULTIVITAMIN,,,BOX,5,Brand 886,11,31-05-2021,1700,Tax 5%,5,Exclusive,2500,0,,,
XASTEN 1MG,ANTI ALLERGY,,,BOX,5,Brand 887,11,01-06-2021,50,Tax 5%,5,Exclusive,50,199,,,
ORALBELTA ORS,ENERGY BOOST,,,BOX,5,Brand 888,11,02-06-2021,0,Tax 5%,5,Exclusive,60,-3,,,
CANESTEN SOLUTION,CREAMS AND LOTIONS,,,BOX,5,Brand 889,11,03-06-2021,0,Tax 5%,5,Exclusive,1200,-5,,,
METHYLATED SPIRIT,SURGICALS,,,BOX,5,Brand 890,11,04-06-2021,230,Tax 5%,5,Exclusive,300,119,,,
VIREST 200,ANTI-BIOTICS,,,BOX,5,Brand 891,11,05-06-2021,750,Tax 5%,5,Exclusive,800,8,,,
LIV 52,RARE,,,BOX,5,Brand 892,11,06-06-2021,0,Tax 5%,5,Exclusive,2200,1,,,
MORTEIN BIG 600ML,INSECTICIDE,,,BOX,5,Brand 893,11,07-06-2021,2000,Tax 5%,5,Exclusive,2200,2,,,
POWER HEAT,CREAMS AND LOTIONS,,,BOX,5,Brand 894,11,08-06-2021,300,Tax 5%,5,Exclusive,400,0,,,
S-AMLO 5.0,ANTI-HYPERTENSIVE,,,BOX,5,Brand 895,11,09-06-2021,1000,Tax 5%,5,Exclusive,1200,16,,,
SPC GENTIAN VIOLET,SURGICALS,,,BOX,5,Brand 896,11,10-06-2021,0,Tax 5%,5,Exclusive,150,2,,,
DARAVIT FORTE CAPS SAT,MULTIVITAMIN,,,BOX,5,Brand 897,11,11-06-2021,450,Tax 5%,5,Exclusive,450,-24,,,
PREGNACARE ORIGINAL,MULTIVITAMIN,,,BOX,5,Brand 898,11,12-06-2021,7000,Tax 5%,5,Exclusive,7500,7,,,
OSTMINE,ANALGESIC,,,BOX,5,Brand 899,11,13-06-2021,0,Tax 5%,5,Exclusive,100,213,,,
METHYLENE BLUE,SURGICALS,,,BOX,5,Brand 900,11,14-06-2021,0,Tax 5%,5,Exclusive,100,0,,,
LIPIROUS,LIPID LOWERING AGENT,,,BOX,5,Brand 901,11,15-06-2021,0,Tax 5%,5,Exclusive,1500,0,,,
BROMEGON,HORMONAL,,,BOX,5,Brand 902,11,16-06-2021,0,Tax 5%,5,Exclusive,9000,0,,,
EPIDERM LOTION,CREAMS AND LOTIONS,,,BOX,5,Brand 903,11,17-06-2021,450,Tax 5%,5,Exclusive,500,6,,,
NYLON MONOFILAMENT 1/2 40MM,SURGICALS,,,BOX,5,Brand 904,11,18-06-2021,66.66667,Tax 5%,5,Exclusive,250,64,,,
ANDREWS LIVER SALT,ANTISPAMODIC AGENTS,,,BOX,5,Brand 905,11,19-06-2021,7500,Tax 5%,5,Exclusive,200,451,,,
LOFNAC GEL CM,CREAMS AND LOTIONS,,,BOX,5,Brand 906,11,20-06-2021,350,Tax 5%,5,Exclusive,400,18,,,
COTTON WOOL 100G,SURGICALS,,,BOX,5,Brand 907,11,21-06-2021,180,Tax 5%,5,Exclusive,200,0,,,
VENTOLIN SYRUP,ANTI ASHMATICS,,,BOX,5,Brand 908,11,22-06-2021,0,Tax 5%,5,Exclusive,700,1,,,
BLUE  CANNULA,SURGICALS,,,BOX,5,Brand 909,11,23-06-2021,3500,Tax 5%,5,Exclusive,100,99,,,
2ML SYRING,SURGICALS,,,BOX,5,Brand 910,11,24-06-2021,4000,Tax 5%,5,Exclusive,50,2168,,,
SKINMED CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 911,11,25-06-2021,240,Tax 5%,5,Exclusive,300,1,,,
EUSOL LOTION,SURGICALS,,,BOX,5,Brand 912,11,26-06-2021,280,Tax 5%,5,Exclusive,350,-1,,,
SILYBON 70,RARE,,,BOX,5,Brand 913,11,27-06-2021,0,Tax 5%,5,Exclusive,1800,0,,,
VIREST CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 914,11,28-06-2021,1400,Tax 5%,5,Exclusive,1500,9,,,
TOPCARE NYLON 3/8,SURGICALS,,,BOX,5,Brand 915,11,29-06-2021,0,Tax 5%,5,Exclusive,250,0,,,
ABONIKI BALM,ANALGESIC,,,BOX,5,Brand 916,11,30-06-2021,280,Tax 5%,5,Exclusive,350,176,,,
CELEBREX,ANALGESIC,,,BOX,5,Brand 917,11,01-07-2021,2500,Tax 5%,5,Exclusive,2800,3,,,
STERILE NEEDLE 23G,SURGICALS,,,BOX,5,Brand 918,11,02-07-2021,0,Tax 5%,5,Exclusive,10,0,,,
COTTONWOOL 250MG,SURGICALS,,,BOX,5,Brand 919,11,03-07-2021,250,Tax 5%,5,Exclusive,350,-3,,,
DRIP GIVING SET,SURGICALS,,,BOX,5,Brand 920,11,04-07-2021,120,Tax 5%,5,Exclusive,150,-11,,,
CICATRIN POWDER,SURGICALS,,,BOX,5,Brand 921,11,05-07-2021,550,Tax 5%,5,Exclusive,650,17,,,
SILYBON 140,RARE,,,BOX,5,Brand 922,11,06-07-2021,3200,Tax 5%,5,Exclusive,3700,7,,,
CARDURA XL 4MG,CARDIOVASCULAR,,,BOX,5,Brand 923,11,07-07-2021,1600,Tax 5%,5,Exclusive,1800,15,,,
G-DERM CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 924,11,08-07-2021,390,Tax 5%,5,Exclusive,450,15,,,
VIGOR CHOCOLATE,SEX   ENHANCCER,,,BOX,5,Brand 925,11,09-07-2021,1350,Tax 5%,5,Exclusive,1500,69,,,
SOLUSET,SURGICALS,,,BOX,5,Brand 926,11,10-07-2021,1000,Tax 5%,5,Exclusive,1200,5,,,
BLOOD GIVING SET,SURGICALS,,,BOX,5,Brand 927,11,11-07-2021,170,Tax 5%,5,Exclusive,200,23,,,
"CREPE BANDAGE 4""",SURGICALS,,,BOX,5,Brand 928,11,12-07-2021,250,Tax 5%,5,Exclusive,400,56,,,
SKINEAL CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 929,11,13-07-2021,800,Tax 5%,5,Exclusive,1000,173,,,
CARZEPIN,ANTI EPILEPTICS,,,BOX,5,Brand 930,11,14-07-2021,400,Tax 5%,5,Exclusive,450,71,,,
MONTIGET,ANTI ASHMATICS,,,BOX,5,Brand 931,11,15-07-2021,0,Tax 5%,5,Exclusive,1600,0,,,
OBRON 6 CAPS,MULTIVITAMIN,,,BOX,5,Brand 932,11,16-07-2021,250,Tax 5%,5,Exclusive,300,125,,,
PANADOL EXTRA,ANALGESIC,,,BOX,5,Brand 933,11,17-07-2021,170,Tax 5%,5,Exclusive,200,-109,,,
DESK NERCURY SPHYGMOMANOMETER,SURGICALS,,,BOX,5,Brand 934,11,18-07-2021,0,Tax 5%,5,Exclusive,9500,0,,,
ACTIFED SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 935,11,19-07-2021,1000,Tax 5%,5,Exclusive,1200,5,,,
COTTON WOOL 50G,SURGICALS,,,BOX,5,Brand 936,11,20-07-2021,120,Tax 5%,5,Exclusive,150,76,,,
DEXTROSE WATER 10%,SURGICALS,,,BOX,5,Brand 937,11,21-07-2021,1300,Tax 5%,5,Exclusive,700,30,,,
HELMSON  SCALE,SURGICALS,,,BOX,5,Brand 938,11,22-07-2021,0,Tax 5%,5,Exclusive,3500,0,,,
NEW PLASTER OF PARIS{POP],SURGICALS,,,BOX,5,Brand 939,11,23-07-2021,0,Tax 5%,5,Exclusive,400,23,,,
OLFEN GEL BIG,CREAMS AND LOTIONS,,,BOX,5,Brand 940,11,24-07-2021,1850,Tax 5%,5,Exclusive,2700,9,,,
VIREST 400,ANTI-BIOTICS,,,BOX,5,Brand 941,11,25-07-2021,1100,Tax 5%,5,Exclusive,1300,-26,,,
CONTIFLO XL,HORMONAL,,,BOX,5,Brand 942,11,26-07-2021,400,Tax 5%,5,Exclusive,500,89,,,
VISITA PLUS 30g,CREAMS AND LOTIONS,,,BOX,5,Brand 943,11,27-07-2021,480,Tax 5%,5,Exclusive,500,290,,,
PANADOL TAB,ANALGESIC,,,BOX,5,Brand 944,11,28-07-2021,180,Tax 5%,5,Exclusive,200,416,,,
U MEC CHROME CATGUT,SURGICALS,,,BOX,5,Brand 945,11,29-07-2021,0,Tax 5%,5,Exclusive,250,0,,,
PARKALIN WITH CODEINE,COUGH & CATTARH SYRUP,,,BOX,5,Brand 946,11,30-07-2021,700,Tax 5%,5,Exclusive,850,0,,,
KLINFAST INSERT,ANTI-BIOTICS,,,BOX,5,Brand 947,11,31-07-2021,12000,Tax 5%,5,Exclusive,1600,-47,,,
STERILE NEEDLE,SURGICALS,,,BOX,5,Brand 948,11,01-08-2021,0,Tax 5%,5,Exclusive,30,1,,,
TRICUTEN CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 949,11,02-08-2021,400,Tax 5%,5,Exclusive,500,23,,,
AVROPHAGE,ANTI-DIABETIC,,,BOX,5,Brand 950,11,03-08-2021,150,Tax 5%,5,Exclusive,300,3,,,
STUGERON,RARE,,,BOX,5,Brand 951,11,04-08-2021,300,Tax 5%,5,Exclusive,400,25,,,
AVODART WITH NUMBER,HORMONAL,,,BOX,5,Brand 952,11,05-08-2021,1800,Tax 5%,5,Exclusive,2200,0,,,
DIHYDROCODIENE (DF118),ANALGESIC CONTROL,,,BOX,5,Brand 953,11,06-08-2021,2200,Tax 5%,5,Exclusive,2700,12,,,
DUPHASTON,HORMONAL,,,BOX,5,Brand 954,11,07-08-2021,4000,Tax 5%,5,Exclusive,5000,18,,,
STIMOL,RARE,,,BOX,5,Brand 955,11,08-08-2021,222.22222,Tax 5%,5,Exclusive,300,0,,,
PAMPERS MINI,SURGICALS,,,BOX,5,Brand 956,11,09-08-2021,0,Tax 5%,5,Exclusive,500,0,,,
DISPOSABLE NEEDLES 22G,SURGICALS,,,BOX,5,Brand 957,11,10-08-2021,600,Tax 5%,5,Exclusive,10,800,,,
DISPOSABLE GLOVES,SURGICALS,,,BOX,5,Brand 958,11,11-08-2021,250,Tax 5%,5,Exclusive,300,57,,,
GLACOLD,ANTI ALLERGY,,,BOX,5,Brand 959,11,12-08-2021,0,Tax 5%,5,Exclusive,50,0,,,
NOSCLAV 1000MG,ANTI-BIOTICS,,,BOX,5,Brand 960,11,13-08-2021,1000,Tax 5%,5,Exclusive,2000,0,,,
BAFAMA CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 961,11,14-08-2021,300,Tax 5%,5,Exclusive,400,13,,,
DETTOL LIQUID 250ML,DETTOL,,,BOX,5,Brand 962,11,15-08-2021,1300,Tax 5%,5,Exclusive,1500,25,,,
KEPPRA 500MG,ANTI EPILEPTICS,,,BOX,5,Brand 963,11,16-08-2021,1300,Tax 5%,5,Exclusive,1500,20,,,
WEISHED ORLISTAT,LIPID LOWERING AGENT,,,BOX,5,Brand 964,11,17-08-2021,0,Tax 5%,5,Exclusive,4000,0,,,
NEOSKIN,CREAMS AND LOTIONS,,,BOX,5,Brand 965,11,18-08-2021,350,Tax 5%,5,Exclusive,400,100,,,
AGARY ADHESIVE STRIP PLASTER,SURGICALS,,,BOX,5,Brand 966,11,19-08-2021,10,Tax 5%,5,Exclusive,20,0,,,
CLOMID,HORMONAL,,,BOX,5,Brand 967,11,20-08-2021,5500,Tax 5%,5,Exclusive,6500,6,,,
MEPENTOL,LOZENGES,,,BOX,5,Brand 968,11,21-08-2021,0,Tax 5%,5,Exclusive,50,0,,,
PAMPERS MIDI,SURGICALS,,,BOX,5,Brand 969,11,22-08-2021,0,Tax 5%,5,Exclusive,500,0,,,
DISPOSABLE NEEDLES 23G,SURGICALS,,,BOX,5,Brand 970,11,23-08-2021,600,Tax 5%,5,Exclusive,10,1196,,,
W/V 10%,SURGICALS,,,BOX,5,Brand 971,11,24-08-2021,0,Tax 5%,5,Exclusive,200,0,,,
FINAMIN SYR,MULTIVITAMIN,,,BOX,5,Brand 972,11,25-08-2021,0,Tax 5%,5,Exclusive,1200,0,,,
DETTOL JELLY SMALL 80G,DETTOL,,,BOX,5,Brand 973,11,26-08-2021,700,Tax 5%,5,Exclusive,800,0,,,
GENTAMYCIN OINTMENT,CREAMS AND LOTIONS,,,BOX,5,Brand 974,11,27-08-2021,400,Tax 5%,5,Exclusive,500,19,,,
GALVUS 50MG,ANTI-DIABETIC,,,BOX,5,Brand 975,11,28-08-2021,2800,Tax 5%,5,Exclusive,3200,26,,,
KEPPRA 250MG,ANTI EPILEPTICS,,,BOX,5,Brand 976,11,29-08-2021,1000,Tax 5%,5,Exclusive,1100,-28,,,
MALARIA TEST STRIP,SURGICALS,,,BOX,5,Brand 977,11,30-08-2021,150,Tax 5%,5,Exclusive,200,51,,,
ORUVAIL 200MG,ANALGESIC,,,BOX,5,Brand 978,11,31-08-2021,1700,Tax 5%,5,Exclusive,2000,4.5,,,
EMTRIM SAT,ANTI-BIOTICS,,,BOX,5,Brand 979,11,01-09-2021,85,Tax 5%,5,Exclusive,100,362,,,
INSULIN SYRING 100IU,SURGICALS,,,BOX,5,Brand 980,11,02-09-2021,50,Tax 5%,5,Exclusive,60,235,,,
FULL STRENGTH DRIP,SURGICALS,,,BOX,5,Brand 981,11,03-09-2021,600,Tax 5%,5,Exclusive,700,15,,,
FINAMINE CAPSULE,MULTIVITAMIN,,,BOX,5,Brand 982,11,04-09-2021,0,Tax 5%,5,Exclusive,400,0,,,
CLOPIDOGREL 75MG TORRENT,CARDIOVASCULAR,,,BOX,5,Brand 983,11,05-09-2021,500,Tax 5%,5,Exclusive,600,22,,,
DETTOL JELLY BIG 160G,DETTOL,,,BOX,5,Brand 984,11,06-09-2021,1500,Tax 5%,5,Exclusive,1600,0,,,
EPIDERM CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 985,11,07-09-2021,400,Tax 5%,5,Exclusive,450,15,,,
DETTOL LIQUID 125ML,SURGICALS,,,BOX,5,Brand 986,11,08-09-2021,500,Tax 5%,5,Exclusive,700,-1,,,
BIOBETIC,MULTIVITAMIN,,,BOX,5,Brand 987,11,09-09-2021,1400,Tax 5%,5,Exclusive,1600,0,,,
LIVERCAP,RARE,,,BOX,5,Brand 988,11,10-09-2021,0,Tax 5%,5,Exclusive,400,0,,,
URINE BAG,SURGICALS,,,BOX,5,Brand 989,11,11-09-2021,200,Tax 5%,5,Exclusive,250,39,,,
INSULIN SYRING 40IU,SURGICALS,,,BOX,5,Brand 990,11,12-09-2021,20,Tax 5%,5,Exclusive,70,-4,,,
HALF STRENGTH DRIP,SURGICALS,,,BOX,5,Brand 991,11,13-09-2021,13000,Tax 5%,5,Exclusive,700,12,,,
MORTEIN 300ml SMALL,INSECTICIDE,,,BOX,5,Brand 992,11,14-09-2021,1100,Tax 5%,5,Exclusive,1200,-1,,,
VALULIFE DEXAMETHASONE O.5,ANTI ALLERGY,,,BOX,5,Brand 993,11,15-09-2021,0,Tax 5%,5,Exclusive,400,0,,,
LUTHER 40/240,ANTI-MALARIA,,,BOX,5,Brand 994,11,16-09-2021,0,Tax 5%,5,Exclusive,900,0,,,
ODOMOS CREAM SMALL,CREAMS AND LOTIONS,,,BOX,5,Brand 995,11,17-09-2021,0,Tax 5%,5,Exclusive,200,0,,,
GALVUSMET 50/1000MG,ANTI-DIABETIC,,,BOX,5,Brand 996,11,18-09-2021,14000,Tax 5%,5,Exclusive,2700,38,,,
TEGRETOL 400MG CR,ANTI EPILEPTICS,,,BOX,5,Brand 997,11,19-09-2021,1700,Tax 5%,5,Exclusive,2000,42,,,
ISORDIL 10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 998,11,20-09-2021,1700,Tax 5%,5,Exclusive,1800,0,,,
PODOTOPIC CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 999,11,21-09-2021,800,Tax 5%,5,Exclusive,1800,12,,,
FEEDING TUBE,SURGICALS,,,BOX,5,Brand 1000,11,22-09-2021,0,Tax 5%,5,Exclusive,100,5,,,
NEO MEDROL,RARE,,,BOX,5,Brand 1001,11,23-09-2021,6000,Tax 5%,5,Exclusive,7500,0,,,
UNDER PAD,SURGICALS,,,BOX,5,Brand 1002,11,24-09-2021,0,Tax 5%,5,Exclusive,300,0,,,
NORAPINE 10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1003,11,25-09-2021,0,Tax 5%,5,Exclusive,250,0,,,
XANAP,ANALGESIC,,,BOX,5,Brand 1004,11,26-09-2021,0,Tax 5%,5,Exclusive,200,0,,,
HARPIC 450ML,SURGICALS,,,BOX,5,Brand 1005,11,27-09-2021,880,Tax 5%,5,Exclusive,900,8,,,
GLUCOPHAGE500MG BY 15,ANTI-DIABETIC,,,BOX,5,Brand 1006,11,28-09-2021,800,Tax 5%,5,Exclusive,1000,71,,,
TEGRETOL 200MG [WHITE],ANTI EPILEPTICS,,,BOX,5,Brand 1007,11,29-09-2021,1000,Tax 5%,5,Exclusive,1100,-23,,,
ISORDIL 5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1008,11,30-09-2021,750,Tax 5%,5,Exclusive,1500,-1,,,
CLANOSTEN VAGINAL INSERT,CREAMS AND LOTIONS,,,BOX,5,Brand 1009,11,01-10-2021,400,Tax 5%,5,Exclusive,500,6,,,
CATHETER 16,SURGICALS,,,BOX,5,Brand 1010,11,02-10-2021,400,Tax 5%,5,Exclusive,400,16,,,
PROCOLD,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1011,11,03-10-2021,130,Tax 5%,5,Exclusive,150,230,,,
ROBB INHALER,ANTI ALLERGY,,,BOX,5,Brand 1012,11,04-10-2021,0,Tax 5%,5,Exclusive,200,-1,,,
MANNITOL 10%,SURGICALS,,,BOX,5,Brand 1013,11,05-10-2021,400,Tax 5%,5,Exclusive,600,0,,,
TRICLALT,HORMONAL,,,BOX,5,Brand 1014,11,06-10-2021,0,Tax 5%,5,Exclusive,50,0,,,
JIK 950ML,DETTOL,,,BOX,5,Brand 1015,11,07-10-2021,900,Tax 5%,5,Exclusive,1000,5,,,
ANTI- RABBIES,RARE,,,BOX,5,Brand 1016,11,08-10-2021,4000,Tax 5%,5,Exclusive,4500,19,,,
PURIT 250ML,SURGICALS,,,BOX,5,Brand 1017,11,09-10-2021,0,Tax 5%,5,Exclusive,500,0,,,
TEGRETOL 200MG CR,ANTI EPILEPTICS,,,BOX,5,Brand 1018,11,10-10-2021,900,Tax 5%,5,Exclusive,1000,38,,,
DETTOL LIQUID 1L,SURGICALS,,,BOX,5,Brand 1019,11,11-10-2021,4200,Tax 5%,5,Exclusive,4500,2,,,
GYNESATUM,CREAMS AND LOTIONS,,,BOX,5,Brand 1020,11,12-10-2021,0,Tax 5%,5,Exclusive,500,0,,,
AGARY CATHETER 10,SURGICALS,,,BOX,5,Brand 1021,11,13-10-2021,0,Tax 5%,5,Exclusive,250,30,,,
VECUTEN CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1022,11,14-10-2021,1100,Tax 5%,5,Exclusive,1200,17,,,
NEUROGESIC CREAM BIG,CREAMS AND LOTIONS,,,BOX,5,Brand 1023,11,15-10-2021,1400,Tax 5%,5,Exclusive,1600,12,,,
BONEFLEX CAPSULE,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1024,11,16-10-2021,2500,Tax 5%,5,Exclusive,1200,121,,,
DIAMICRON MR 30MG,ANTI-DIABETIC,,,BOX,5,Brand 1025,11,17-10-2021,1200,Tax 5%,5,Exclusive,1300,11,,,
ANTI- SNAKE,RARE,,,BOX,5,Brand 1026,11,18-10-2021,5000,Tax 5%,5,Exclusive,7000,5,,,
LINEX,PROBIOTICS,,,BOX,5,Brand 1027,11,19-10-2021,400,Tax 5%,5,Exclusive,800,0,,,
GYNO-TIOCOSID 100MG,CREAMS AND LOTIONS,,,BOX,5,Brand 1028,11,20-10-2021,1600,Tax 5%,5,Exclusive,1800,14,,,
AGARY CATHETER 22,SURGICALS,,,BOX,5,Brand 1029,11,21-10-2021,195,Tax 5%,5,Exclusive,250,0,,,
ACTRAPID 100IU,ANTI-DIABETIC,,,BOX,5,Brand 1030,11,22-10-2021,5000,Tax 5%,5,Exclusive,5500,1,,,
VANCOMYCIN INJ,ANTI-BIOTICS,,,BOX,5,Brand 1031,11,23-10-2021,2500,Tax 5%,5,Exclusive,2500,10,,,
COAPROVEL 300/12.5,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1032,11,24-10-2021,2800,Tax 5%,5,Exclusive,3000,3,,,
PURIT 125ML,SURGICALS,,,BOX,5,Brand 1033,11,25-10-2021,0,Tax 5%,5,Exclusive,300,0,,,
LISTERINE 500ML,MOUTH WASH,,,BOX,5,Brand 1034,11,26-10-2021,0,Tax 5%,5,Exclusive,2300,0,,,
AGARY CATHERTER 18,SURGICALS,,,BOX,5,Brand 1035,11,27-10-2021,200,Tax 5%,5,Exclusive,250,0,,,
BALANCE,RARE,,,BOX,5,Brand 1036,11,28-10-2021,0,Tax 5%,5,Exclusive,0,-5,,,
LISITAB 10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1037,11,29-10-2021,0,Tax 5%,5,Exclusive,300,0,,,
ACTRAPID 40IU,ANTI-DIABETIC,,,BOX,5,Brand 1038,11,30-10-2021,1000,Tax 5%,5,Exclusive,1500,0,,,
LOXAGYL TAB- 400MG,ANTI-BIOTICS,,,BOX,5,Brand 1039,11,31-10-2021,85,Tax 5%,5,Exclusive,100,41,,,
COAPROVEL 300/25,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1040,11,01-11-2021,0,Tax 5%,5,Exclusive,3000,0,,,
LOSARTAN 100MG TEVA,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1041,11,02-11-2021,1300,Tax 5%,5,Exclusive,1500,29,,,
COGNITOL,RARE,,,BOX,5,Brand 1042,11,03-11-2021,500,Tax 5%,5,Exclusive,600,7,,,
TUXIL - N ENFANTS,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1043,11,04-11-2021,350,Tax 5%,5,Exclusive,400,38,,,
DETTOL 750ML,SURGICALS,,,BOX,5,Brand 1044,11,05-11-2021,3300,Tax 5%,5,Exclusive,3500,0,,,
TRIDERMIX-G,CREAMS AND LOTIONS,,,BOX,5,Brand 1045,11,06-11-2021,0,Tax 5%,5,Exclusive,400,0,,,
FOLLEY BALLON CATHETER 2WAY 14,SURGICALS,,,BOX,5,Brand 1046,11,07-11-2021,0,Tax 5%,5,Exclusive,250,0,,,
MEDICAL UNDERPAD,SURGICALS,,,BOX,5,Brand 1047,11,08-11-2021,0,Tax 5%,5,Exclusive,500,-1,,,
LISITAB 5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1048,11,09-11-2021,0,Tax 5%,5,Exclusive,250,0,,,
MIXTARD30 100IU,ANTI-DIABETIC,,,BOX,5,Brand 1049,11,10-11-2021,5000,Tax 5%,5,Exclusive,5500,4,,,
LOXAGYL TABS 200MG,ANTI-BIOTICS,,,BOX,5,Brand 1050,11,11-11-2021,40,Tax 5%,5,Exclusive,70,-1,,,
DICLAIR - HP- HCG,HORMONAL,,,BOX,5,Brand 1051,11,12-11-2021,0,Tax 5%,5,Exclusive,5200,-1,,,
TRITACE 2.5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1052,11,13-11-2021,0,Tax 5%,5,Exclusive,1800,0,,,
SPIRONOLACTONE (TEVA) 50MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1053,11,14-11-2021,1600,Tax 5%,5,Exclusive,1800,40,,,
CEFUROXIME 500MG,ANTI-BIOTICS,,,BOX,5,Brand 1054,11,15-11-2021,1200,Tax 5%,5,Exclusive,1500,14,,,
CEFUROXIME SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1055,11,16-11-2021,1400,Tax 5%,5,Exclusive,1500,13,,,
BELAX,PURGATIVES,,,BOX,5,Brand 1056,11,17-11-2021,65,Tax 5%,5,Exclusive,100,146,,,
10ML SYRINGES,SURGICALS,,,BOX,5,Brand 1057,11,18-11-2021,7500,Tax 5%,5,Exclusive,100,162,,,
INSULINAGYPT 70/30 100IU,ANTI-DIABETIC,,,BOX,5,Brand 1058,11,19-11-2021,0,Tax 5%,5,Exclusive,3500,0,,,
TOUCH AND GO,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1059,11,20-11-2021,800,Tax 5%,5,Exclusive,900,14,,,
KETAMINE( KETAMINE INJ),ANALGESIC CONTROL,,,BOX,5,Brand 1060,11,21-11-2021,1400,Tax 5%,5,Exclusive,1500,9,,,
TRITACE 10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1061,11,22-11-2021,0,Tax 5%,5,Exclusive,2500,2,,,
